,user_id,recipe_id,date,rating
14619,297,11,2007-11-04,5
14620,298,11,2007-11-12,4
14622,299,11,2008-01-11,0
14623,300,11,2008-01-12,5
14624,301,11,2008-01-28,5
14625,302,11,2008-02-26,5
14626,303,11,2008-08-30,5
14634,304,11,2011-07-22,4
14638,305,11,2012-05-12,5
14640,306,11,2013-01-29,5
14641,179,11,2013-02-26,5
14643,307,11,2014-07-01,4
14653,308,4,2005-08-12,5
14701,309,4,2002-08-19,5
14702,310,4,2002-08-28,5
14703,311,4,2002-09-03,5
14704,312,4,2002-09-09,5
14706,313,4,2002-09-20,5
14707,314,4,2002-10-01,5
14708,315,4,2002-10-07,5
14709,316,4,2002-10-28,5
14710,317,4,2002-11-07,5
14711,318,4,2002-11-21,5
14712,319,4,2002-12-09,5
14714,320,4,2003-01-08,5
14715,321,4,2003-01-12,5
14716,322,4,2003-01-27,4
14717,130,4,2003-02-01,5
14721,323,4,2003-10-05,5
14722,89,4,2003-10-31,5
14724,214,4,2003-11-05,5
14725,324,4,2003-11-18,5
14726,325,4,2003-11-21,4
14729,326,4,2004-08-24,5
14731,327,4,2004-10-01,5
14732,288,4,2004-10-14,5
14733,328,4,2004-10-18,5
14734,329,4,2004-10-20,5
14737,330,4,2004-10-29,5
14739,71,4,2004-11-04,4
14741,331,4,2004-11-15,0
14744,332,4,2005-02-11,5
14745,333,4,2005-02-21,5
14746,334,4,2005-02-24,5
14747,335,4,2005-02-28,5
14749,336,4,2005-03-07,4
14750,223,4,2005-03-08,5
14751,167,4,2005-03-13,3
14753,337,4,2005-03-27,2
14754,143,4,2005-04-08,5
14755,338,4,2005-04-08,5
14757,339,4,2005-05-02,5
14758,340,4,2005-05-17,5
14759,341,4,2005-06-04,5
14761,342,4,2005-06-10,0
14762,343,4,2005-08-10,5
14763,344,4,2005-09-19,5
14766,72,4,2005-10-24,5
14767,345,4,2005-10-26,4
14768,346,4,2005-11-02,5
14769,347,4,2005-11-07,4
14772,348,4,2005-11-25,5
14773,349,4,2005-11-26,5
14774,350,4,2005-12-07,5
14775,351,4,2005-12-12,4
14776,352,4,2005-12-28,5
14777,353,4,2006-01-05,5
14778,354,4,2006-01-17,5
14779,355,4,2006-01-31,5
14780,356,4,2006-02-26,5
14781,357,4,2006-03-19,5
14782,358,4,2006-04-03,5
14783,359,4,2006-04-09,5
14784,360,4,2006-04-14,5
14785,361,4,2006-04-17,4
14786,362,4,2006-05-01,5
14787,363,4,2006-05-21,4
14788,364,4,2006-05-30,5
14789,365,4,2006-06-10,5
14790,366,4,2006-06-13,4
14791,367,4,2006-06-20,5
14792,368,4,2006-07-15,5
14794,369,4,2006-07-30,5
14795,370,4,2006-09-16,5
14796,371,4,2006-09-20,5
14797,35,4,2006-10-01,5
14798,372,4,2006-10-06,5
14799,373,4,2006-10-24,5
14801,374,4,2006-10-30,5
14802,375,4,2006-11-06,5
14803,376,4,2006-11-19,5
14804,377,4,2006-12-04,4
14805,378,4,2006-12-09,4
14806,379,4,2006-12-12,2
14808,380,4,2006-12-18,5
14809,381,4,2006-12-21,4
14810,382,4,2007-01-03,5
14812,383,4,2007-01-09,5
14813,384,4,2007-01-10,4
14814,385,4,2007-01-22,5
14815,386,4,2007-01-26,5
14817,387,4,2007-02-06,5
14819,388,4,2007-02-27,5
14820,389,4,2007-03-14,5
14821,390,4,2007-03-17,5
14822,127,4,2007-04-15,5
14825,391,4,2007-04-25,5
14826,392,4,2007-04-25,5
14827,393,4,2007-04-25,5
14829,394,4,2007-05-09,5
14830,395,4,2007-05-17,2
14833,76,4,2007-06-13,4
14834,396,4,2007-06-26,4
14835,397,4,2007-06-30,5
14836,106,4,2007-07-25,5
14837,398,4,2007-08-06,4
14839,399,4,2007-08-11,4
14841,400,4,2007-08-18,5
14842,401,4,2007-08-19,5
14844,135,4,2007-08-22,4
14845,402,4,2007-08-22,4
14847,403,4,2007-09-28,4
14852,404,4,2007-11-16,5
14855,83,4,2007-12-15,5
14856,405,4,2007-12-18,5
14857,406,4,2008-01-07,4
14862,407,4,2008-02-01,5
14865,408,4,2008-02-23,3
14866,409,4,2008-03-14,5
14868,199,4,2008-06-04,5
14870,410,4,2008-06-11,4
14873,245,4,2008-07-01,4
14874,411,4,2008-07-02,5
14876,43,4,2008-08-07,5
14878,412,4,2008-08-20,5
14879,413,4,2008-08-27,5
14881,414,4,2008-09-05,3
14882,415,4,2008-09-06,5
14883,416,4,2008-09-06,3
14884,251,4,2008-09-22,4
14885,417,4,2008-10-30,5
14886,418,4,2008-11-02,5
14888,419,4,2008-12-15,4
14889,420,4,2009-01-12,4
14892,421,4,2009-01-20,5
14896,229,4,2009-02-08,5
14897,422,4,2009-02-16,5
14898,423,4,2009-02-22,5
14902,424,4,2009-04-08,5
14903,80,4,2009-04-09,5
14904,425,4,2009-04-14,4
14905,426,4,2009-04-28,5
14906,427,4,2009-05-04,5
14907,428,4,2009-05-09,4
14908,429,4,2009-06-11,5
14909,430,4,2012-03-04,4
14911,431,4,2009-06-26,0
14912,432,4,2009-07-16,5
14914,433,4,2009-07-28,3
14916,434,4,2009-08-27,4
14918,207,4,2009-10-20,5
14920,435,4,2009-11-05,5
14921,436,4,2009-11-12,3
14923,437,4,2010-01-07,5
14925,438,4,2010-01-13,4
14927,292,4,2010-01-26,4
14929,439,4,2010-02-25,4
14931,440,4,2010-03-22,5
14932,104,4,2010-03-25,5
14933,253,4,2010-04-01,4
14934,441,4,2010-04-02,5
14937,442,4,2010-05-14,5
14938,443,4,2010-06-17,5
14939,129,4,2010-08-18,4
14945,444,4,2011-06-25,4
14946,445,4,2011-07-17,5
14950,446,4,2013-01-24,5
14951,447,4,2013-01-27,4
14953,448,4,2013-03-30,5
14957,93,4,2013-12-09,5
14958,449,4,2014-01-07,5
14959,450,4,2014-02-14,4
14960,451,4,2014-03-25,5
14964,88,4,2015-10-15,5
15168,452,12,2014-08-09,5
15169,453,12,2014-08-09,5
15170,454,12,2014-08-10,5
15172,455,12,2014-08-11,5
15178,456,12,2014-08-12,0
17682,457,13,2005-05-13,5
17726,458,13,2003-01-21,5
17727,459,13,2003-05-17,5
17728,460,13,2003-05-31,5
17729,461,13,2003-06-08,5
17730,146,13,2003-08-11,5
17732,350,13,2003-09-29,5
17734,325,13,2004-04-11,4
17735,462,13,2004-06-02,5
17736,463,13,2004-06-16,5
17739,464,13,2004-07-07,5
17740,465,13,2004-07-09,5
17741,466,13,2004-10-20,5
17742,288,13,2004-10-21,5
17743,467,13,2005-01-08,5
17744,468,13,2005-03-18,5
17747,469,13,2006-08-19,5
17748,470,13,2006-11-01,4
17749,471,13,2007-08-13,0
17750,226,13,2007-12-30,5
17751,472,13,2008-05-09,4
17752,473,13,2008-06-26,5
17753,474,13,2008-09-21,4
17935,475,14,2008-01-26,5
17936,476,14,2008-01-28,5
17937,477,14,2008-02-12,5
17938,478,14,2008-03-01,5
17939,152,14,2008-03-04,4
17944,479,14,2008-11-18,4
17945,480,14,2008-12-02,5
17947,481,14,2009-02-05,5
17948,367,14,2009-02-08,5
17949,297,14,2009-02-15,5
17950,482,14,2009-03-28,5
17951,483,14,2009-05-15,5
17952,484,14,2009-05-20,5
17953,485,14,2009-06-08,5
17954,16,14,2009-07-29,5
17955,486,14,2009-12-21,5
17956,487,14,2010-01-26,5
17958,153,14,2010-03-23,5
17959,488,14,2010-04-06,4
17960,489,14,2010-06-13,5
17961,490,14,2010-07-05,5
17963,491,14,2010-12-07,4
17964,492,14,2011-02-05,4
17965,204,14,2012-02-25,5
17966,493,14,2012-05-20,5
17967,126,14,2013-02-02,4
18692,494,15,2004-05-27,5
18696,495,15,2005-01-16,5
18698,496,15,2005-04-17,5
18700,497,15,2005-05-10,5
18702,344,15,2005-07-03,5
18706,498,15,2005-10-20,5
18707,499,15,2005-10-23,5
18708,263,15,2005-12-08,5
18709,500,15,2005-12-18,0
18711,501,15,2006-01-07,3
18717,502,15,2006-10-04,5
18719,503,15,2006-11-03,5
18720,130,15,2006-12-16,5
18721,504,15,2007-01-25,5
18722,505,15,2007-02-18,5
18723,506,15,2007-02-21,5
18724,248,15,2007-02-24,5
18725,507,15,2007-04-05,5
18726,508,15,2007-04-15,5
18729,509,15,2007-05-28,5
18730,510,15,2007-06-07,5
18736,511,15,2007-08-26,5
18739,401,15,2007-10-15,5
18740,512,15,2007-10-22,4
18741,513,15,2007-10-24,5
18743,514,15,2007-12-07,5
18744,515,15,2008-03-26,5
18745,516,15,2008-04-07,5
18746,517,15,2008-06-29,5
18747,518,15,2008-07-04,5
18751,148,15,2008-08-28,5
18752,519,15,2008-09-30,5
18753,520,15,2008-10-30,5
18757,521,15,2009-02-08,5
18758,522,15,2009-02-25,5
18761,523,15,2009-04-22,5
18762,524,15,2009-05-10,5
18765,525,15,2009-06-07,5
18767,526,15,2009-07-07,5
18772,527,15,2009-07-29,3
18774,528,15,2009-08-15,5
18776,529,15,2009-09-09,5
18777,530,15,2009-09-15,5
18785,531,15,2010-01-13,5
18789,532,15,2010-01-30,4
18790,270,15,2010-02-01,5
18791,533,15,2010-03-05,5
18799,70,15,2010-06-30,5
18800,534,15,2010-07-01,5
18803,535,15,2010-07-07,5
18804,536,15,2010-07-17,5
18806,188,15,2010-08-24,4
18810,537,15,2010-11-21,5
18814,538,15,2011-07-10,5
18815,213,15,2011-07-12,5
18816,539,15,2011-08-10,0
18818,191,15,2011-08-27,5
18820,127,15,2011-11-02,5
18821,540,15,2012-01-07,5
18823,83,15,2012-02-10,3
18827,541,15,2012-08-20,3
18828,542,15,2012-10-17,5
18829,543,15,2012-12-23,5
18833,544,15,2013-07-26,5
18836,545,15,2013-08-28,5
18837,546,15,2013-09-10,3
18838,82,15,2013-11-11,5
18840,547,15,2014-01-27,5
18843,200,15,2014-07-06,1
18846,548,15,2015-02-17,5
18865,549,15,2018-06-30,5
19872,550,16,2005-04-22,5
19873,207,16,2006-01-23,5
19875,551,16,2007-01-04,5
19876,552,16,2007-01-17,4
19878,516,16,2007-01-19,5
19880,553,16,2007-01-27,5
19881,554,16,2007-01-28,3
19882,555,16,2007-01-30,5
19885,556,16,2007-03-20,5
19886,557,16,2007-07-15,4
19888,141,16,2007-10-20,5
19889,83,16,2007-11-10,4
19899,558,16,2008-03-04,4
19905,58,16,2008-08-28,4
19908,559,16,2008-12-28,5
19909,560,16,2009-01-04,2
19914,561,16,2009-02-17,5
19924,562,16,2010-01-03,4
19926,563,16,2010-02-09,5
19927,564,16,2010-02-13,5
19928,565,16,2010-04-15,5
19932,566,16,2010-12-05,5
19939,567,16,2012-05-28,5
19940,568,16,2012-09-30,5
19941,127,16,2014-04-26,5
19944,569,16,2016-10-22,5
20931,570,17,2003-01-28,5
20933,571,17,2003-03-19,5
20934,572,17,2003-04-26,3
20935,573,17,2003-08-20,4
20936,574,17,2003-11-19,5
20937,141,17,2004-04-26,5
20938,299,17,2005-03-13,5
20939,286,17,2005-08-31,5
20940,383,17,2005-09-10,5
20943,134,17,2006-11-04,5
20945,575,17,2007-11-11,2
20947,576,17,2007-12-13,4
20950,212,17,2008-01-28,4
20954,577,17,2008-10-12,5
20955,578,17,2008-10-16,4
20958,579,17,2010-08-22,2
20959,538,17,2011-09-27,5
20961,84,17,2013-12-26,5
20962,569,17,2014-09-08,4
20963,405,17,2016-11-13,5
20964,580,17,2018-09-10,5
22311,581,18,2004-02-09,5
22313,341,18,2005-03-13,5
22314,582,18,2005-03-20,5
22316,583,18,2005-06-04,5
22318,584,18,2005-07-18,5
22321,585,18,2005-09-15,5
22323,586,18,2005-09-23,4
22324,587,18,2005-09-27,5
22327,588,18,2005-10-23,5
22329,589,18,2006-02-17,5
22330,472,18,2008-03-04,5
22331,590,18,2006-02-22,5
22332,591,18,2006-03-20,4
22333,592,18,2006-04-28,5
22335,593,18,2006-09-10,4
22337,594,18,2006-09-29,4
22338,160,18,2006-10-07,5
22339,595,18,2006-10-14,5
22341,217,18,2006-12-05,5
22342,360,18,2006-12-24,5
22346,172,18,2007-02-12,4
22347,596,18,2007-02-13,5
22350,597,18,2007-02-27,5
22352,598,18,2007-03-08,5
22353,366,18,2007-03-10,4
22354,374,18,2007-03-22,5
22355,599,18,2007-03-25,5
22356,578,18,2007-04-22,5
22360,600,18,2007-05-31,5
22361,601,18,2007-06-11,5
22362,602,18,2007-06-20,5
22365,476,18,2007-07-19,5
22367,320,18,2007-07-26,5
22370,603,18,2007-10-22,4
22371,604,18,2007-10-23,4
22372,605,18,2007-11-04,3
22373,606,18,2007-12-16,5
22374,607,18,2007-12-26,5
22375,375,18,2008-01-13,5
22376,576,18,2008-03-30,5
22378,608,18,2008-05-01,4
22382,609,18,2008-10-19,5
22384,610,18,2008-11-25,5
22385,195,18,2008-12-10,5
22388,611,18,2008-12-21,5
22392,612,18,2009-03-27,5
22393,504,18,2009-04-16,5
22394,613,18,2009-04-17,5
22395,614,18,2009-04-18,5
22396,615,18,2009-04-29,5
22398,616,18,2009-05-29,5
22399,617,18,2009-05-30,5
22400,109,18,2009-06-03,5
22402,618,18,2009-08-13,5
22407,213,18,2009-09-24,5
22413,619,18,2009-10-18,4
22414,620,18,2009-10-20,5
22415,621,18,2009-10-23,5
22417,622,18,2009-11-13,5
22419,623,18,2009-11-22,3
22420,624,18,2009-11-22,5
22422,625,18,2009-12-25,5
22424,626,18,2010-03-09,5
22427,627,18,2010-07-23,5
22428,628,18,2010-10-01,5
22429,629,18,2010-11-04,4
22430,630,18,2010-11-16,4
22435,631,18,2011-02-24,5
22436,632,18,2011-02-24,5
22439,633,18,2011-06-26,5
22441,634,18,2011-10-18,3
22444,635,18,2012-12-12,5
22447,636,18,2014-08-10,5
22449,126,18,2015-09-05,4
22450,637,18,2016-02-05,5
24500,638,19,2003-11-04,4
24501,639,19,2003-12-06,5
24502,640,19,2004-01-24,5
24504,130,19,2004-09-23,5
24506,641,19,2005-06-22,2
24507,348,19,2006-12-14,5
24508,118,19,2007-01-02,5
24509,441,19,2007-01-25,4
24510,176,19,2007-03-13,5
24511,302,19,2007-06-01,5
24515,109,19,2008-01-31,4
24517,642,19,2008-04-18,5
24518,214,19,2008-09-14,5
24519,643,19,2009-02-25,5
24520,644,19,2009-03-19,5
24522,645,19,2009-10-12,4
24524,646,19,2010-09-11,5
24529,146,19,2012-01-04,5
24531,647,19,2012-08-31,5
24539,648,19,2013-11-02,5
24544,200,19,2014-03-24,4
24551,649,19,2016-01-14,4
28161,650,20,2004-07-31,5
28162,283,20,2004-08-02,5
28163,651,20,2005-01-24,5
28164,652,20,2005-06-22,5
28165,653,20,2005-09-07,5
28167,654,20,2006-05-21,5
28169,65,20,2006-08-26,5
28170,655,20,2007-02-24,5
28173,76,20,2008-01-10,5
28177,656,20,2011-03-20,5
28178,657,20,2011-12-24,5
28184,569,20,2014-07-10,5
28189,649,20,2015-12-15,5
28190,658,20,2016-01-28,5
31811,659,21,2004-12-12,5
31812,660,21,2004-12-22,5
31815,661,21,2005-01-10,3
31816,662,21,2005-03-25,5
31817,663,21,2005-04-19,5
31819,664,21,2006-07-09,5
31821,638,21,2006-11-16,5
31823,665,21,2006-12-26,5
31825,540,21,2007-01-06,5
31826,666,21,2007-01-08,0
31827,667,21,2007-01-10,3
31828,668,21,2007-02-26,5
31829,669,21,2007-04-02,5
31830,127,21,2007-04-05,4
31832,670,21,2007-05-10,5
31834,671,21,2007-07-02,5
31835,672,21,2007-10-01,5
31836,673,21,2007-10-11,5
31837,674,21,2007-11-27,4
31838,675,21,2007-12-19,5
31839,83,21,2007-12-21,5
31840,676,21,2007-12-22,5
31841,677,21,2007-12-23,5
31842,253,21,2007-12-29,5
31844,30,21,2008-01-03,4
31846,678,21,2008-01-27,5
31847,679,21,2008-02-04,5
31848,680,21,2008-02-04,5
31849,681,21,2008-02-07,5
31850,634,21,2008-02-20,3
31852,682,21,2008-05-28,5
31853,683,21,2008-06-08,5
31854,684,21,2008-06-24,5
31855,685,21,2008-06-27,5
31856,686,21,2008-07-01,5
31857,687,21,2008-07-29,2
31858,688,21,2008-08-11,5
31860,689,21,2008-08-15,4
31861,495,21,2008-09-25,5
31864,690,21,2008-11-11,5
31866,691,21,2008-11-28,5
31867,692,21,2008-12-06,4
31869,693,21,2008-12-17,5
31870,694,21,2008-12-25,5
31872,695,21,2009-01-02,5
31873,696,21,2009-02-08,5
31876,697,21,2009-02-28,5
31878,698,21,2009-04-17,5
31882,699,21,2009-09-08,0
31883,477,21,2009-10-09,5
31885,700,21,2009-11-27,5
31887,701,21,2009-12-13,5
31888,299,21,2009-12-13,4
31889,702,21,2009-12-13,4
31890,490,21,2009-12-21,5
31891,213,21,2009-12-24,5
31892,703,21,2009-12-25,4
31893,704,21,2009-12-30,4
31897,705,21,2010-07-05,5
31899,706,21,2010-10-31,5
31902,707,21,2011-02-04,5
31904,708,21,2011-05-25,0
31905,209,21,2011-05-27,5
31909,709,21,2012-07-06,3
31914,710,21,2014-03-17,5
31916,711,21,2014-11-27,5
33260,712,22,2002-07-07,5
33317,713,22,2002-07-11,5
33333,714,22,2002-10-10,5
33334,715,22,2002-10-12,5
33336,716,22,2004-02-11,5
33337,717,22,2004-06-27,5
33338,216,22,2004-07-04,5
33339,718,22,2004-11-14,5
33340,719,22,2005-01-25,5
33341,720,22,2005-07-03,5
33342,721,22,2005-07-16,5
33345,722,22,2005-09-18,5
33346,723,22,2005-09-20,4
33348,724,22,2005-12-06,5
33349,725,22,2006-06-16,5
33350,726,22,2006-07-06,5
33351,727,22,2006-07-06,5
33355,728,22,2006-09-13,5
33356,729,22,2006-09-15,5
33361,730,22,2007-07-20,5
33362,731,22,2007-07-30,4
33363,202,22,2007-08-01,5
33367,732,22,2007-08-09,4
